Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
876,Henry IV,1,2.3.13,HOTSPUR,your whole plot too light for the counterpoise of so
877,Henry IV,1,2.3.14,HOTSPUR,"great an opposition.' Say you so, say you so? I say"
878,Henry IV,1,2.3.15,HOTSPUR,"unto you again, you are a shallow cowardly hind, and"
879,Henry IV,1,2.3.16,HOTSPUR,"you lie.  What a lack-brain is this! By the Lord,"
880,Henry IV,1,2.3.17,HOTSPUR,"our plot is a good plot as ever was laid, our"
881,Henry IV,1,2.3.18,HOTSPUR,"friends true and constant: a good plot, good"
882,Henry IV,1,2.3.19,HOTSPUR,"friends, and full of expectation, an excellent plot,"
883,Henry IV,1,2.3.20,HOTSPUR,very good friends. What a frosty-spirited rogue is
884,Henry IV,1,2.3.21,HOTSPUR,"this! Why, my lord of York commends the plot and the"
885,Henry IV,1,2.3.22,HOTSPUR,"general course of action. 'Zounds, an I were now by"
886,Henry IV,1,2.3.23,HOTSPUR,"this rascal, I could brain him with his lady's fan."
887,Henry IV,1,2.3.24,HOTSPUR,"Is there not my father, my uncle and myself? lord"
888,Henry IV,1,2.3.25,HOTSPUR,"Edmund Mortimer, My lord of York and Owen Glendower?"
889,Henry IV,1,2.3.26,HOTSPUR,is there not besides the Douglas? have I not all
890,Henry IV,1,2.3.27,HOTSPUR,their letters to meet me in arms by the ninth of the
891,Henry IV,1,2.3.28,HOTSPUR,next month? and are they not some of them set
892,Henry IV,1,2.3.29,HOTSPUR,forward already? What a pagan rascal is this! an
893,Henry IV,1,2.3.30,HOTSPUR,infidel! Ha! you shall see now in very sincerity
894,Henry IV,1,2.3.31,HOTSPUR,"of fear and cold heart, will he to the king and lay"
895,Henry IV,1,2.3.32,HOTSPUR,"open all our proceedings. O, I could divide myself"
896,Henry IV,1,2.3.33,HOTSPUR,"and go to buffets, for moving such a dish of"
897,Henry IV,1,2.3.34,HOTSPUR,skim milk with so honourable an action! Hang him!
898,Henry IV,1,2.3.35,HOTSPUR,let him tell the king: we are prepared. I will set
899,Henry IV,1,2.3.36,HOTSPUR,forward to-night.
900,Henry IV,1,,HOTSPUR,Enter LADY PERCY
901,Henry IV,1,2.3.37,HOTSPUR,"How now, Kate! I must leave you within these two hours."
902,Henry IV,2,2.3.38,LADY PERCY,"O, my good lord, why are you thus alone?"
903,Henry IV,2,2.3.39,LADY PERCY,For what offence have I this fortnight been
904,Henry IV,2,2.3.40,LADY PERCY,A banish'd woman from my Harry's bed?
905,Henry IV,2,2.3.41,LADY PERCY,"Tell me, sweet lord, what is't that takes from thee"
906,Henry IV,2,2.3.42,LADY PERCY,"Thy stomach, pleasure and thy golden sleep?"
907,Henry IV,2,2.3.43,LADY PERCY,"Why dost thou bend thine eyes upon the earth,"
908,Henry IV,2,2.3.44,LADY PERCY,And start so often when thou sit'st alone?
909,Henry IV,2,2.3.45,LADY PERCY,"Why hast thou lost the fresh blood in thy cheeks,"
910,Henry IV,2,2.3.46,LADY PERCY,And given my treasures and my rights of thee
911,Henry IV,2,2.3.47,LADY PERCY,To thick-eyed musing and cursed melancholy?
912,Henry IV,2,2.3.48,LADY PERCY,"In thy faint slumbers I by thee have watch'd,"
913,Henry IV,2,2.3.49,LADY PERCY,"And heard thee murmur tales of iron wars,"
914,Henry IV,2,2.3.50,LADY PERCY,"Speak terms of manage to thy bounding steed,"
915,Henry IV,2,2.3.51,LADY PERCY,Cry 'Courage! to the field!' And thou hast talk'd
916,Henry IV,2,2.3.52,LADY PERCY,"Of sallies and retires, of trenches, tents,"
917,Henry IV,2,2.3.53,LADY PERCY,"Of palisadoes, frontiers, parapets,"
918,Henry IV,2,2.3.54,LADY PERCY,"Of basilisks, of cannon, culverin,"
919,Henry IV,2,2.3.55,LADY PERCY,"Of prisoners' ransom and of soldiers slain,"
920,Henry IV,2,2.3.56,LADY PERCY,And all the currents of a heady fight.
921,Henry IV,2,2.3.57,LADY PERCY,Thy spirit within thee hath been so at war
922,Henry IV,2,2.3.58,LADY PERCY,"And thus hath so bestirr'd thee in thy sleep,"
923,Henry IV,2,2.3.59,LADY PERCY,That beads of sweat have stood upon thy brow
924,Henry IV,2,2.3.60,LADY PERCY,"Like bubbles in a late-disturbed stream,"
925,Henry IV,2,2.3.61,LADY PERCY,"And in thy face strange motions have appear'd,"
926,Henry IV,2,2.3.62,LADY PERCY,Such as we see when men restrain their breath
927,Henry IV,2,2.3.63,LADY PERCY,"On some great sudden hest. O, what portents are these?"
928,Henry IV,2,2.3.64,LADY PERCY,"Some heavy business hath my lord in hand,"
929,Henry IV,2,2.3.65,LADY PERCY,"And I must know it, else he loves me not."
930,Henry IV,3,2.3.66,HOTSPUR,"What, ho!"
931,Henry IV,3,,HOTSPUR,Enter Servant
932,Henry IV,3,2.3.67,HOTSPUR,Is Gilliams with the packet gone?
933,Henry IV,4,2.3.68,Servant,"He is, my lord, an hour ago."
934,Henry IV,5,2.3.69,HOTSPUR,Hath Butler brought those horses from the sheriff?
935,Henry IV,6,2.3.70,Servant,"One horse, my lord, he brought even now."
936,Henry IV,7,2.3.71,HOTSPUR,"What horse? a roan, a crop-ear, is it not?"
937,Henry IV,8,2.3.72,Servant,"It is, my lord."
938,Henry IV,9,2.3.73,HOTSPUR,That roan shall by my throne.
939,Henry IV,9,2.3.74,HOTSPUR,"Well, I will back him straight: O esperance!"
940,Henry IV,9,2.3.75,HOTSPUR,Bid Butler lead him forth into the park.
941,Henry IV,9,,HOTSPUR,Exit Servant
942,Henry IV,10,2.3.76,LADY PERCY,"But hear you, my lord."
943,Henry IV,11,2.3.77,HOTSPUR,"What say'st thou, my lady?"
944,Henry IV,12,2.3.78,LADY PERCY,What is it carries you away?
945,Henry IV,13,2.3.79,HOTSPUR,"Why, my horse, my love, my horse."
946,Henry IV,14,2.3.80,LADY PERCY,"Out, you mad-headed ape!"
947,Henry IV,14,2.3.81,LADY PERCY,A weasel hath not such a deal of spleen
948,Henry IV,14,2.3.82,LADY PERCY,"As you are toss'd with. In faith,"
949,Henry IV,14,2.3.83,LADY PERCY,"I'll know your business, Harry, that I will."
950,Henry IV,14,2.3.84,LADY PERCY,I fear my brother Mortimer doth stir
951,Henry IV,14,2.3.85,LADY PERCY,"About his title, and hath sent for you"
952,Henry IV,14,2.3.86,LADY PERCY,"To line his enterprise: but if you go,--"
953,Henry IV,15,2.3.87,HOTSPUR,"So far afoot, I shall be weary, love."
954,Henry IV,16,2.3.88,LADY PERCY,"Come, come, you paraquito, answer me"
955,Henry IV,16,2.3.89,LADY PERCY,Directly unto this question that I ask:
956,Henry IV,16,2.3.90,LADY PERCY,"In faith, I'll break thy little finger, Harry,"
957,Henry IV,16,2.3.91,LADY PERCY,An if thou wilt not tell me all things true.
958,Henry IV,17,2.3.92,HOTSPUR,"Away,"
959,Henry IV,17,2.3.93,HOTSPUR,"Away, you trifler! Love! I love thee not,"
960,Henry IV,17,2.3.94,HOTSPUR,"I care not for thee, Kate: this is no world"
961,Henry IV,17,2.3.95,HOTSPUR,To play with mammets and to tilt with lips:
962,Henry IV,17,2.3.96,HOTSPUR,"We must have bloody noses and crack'd crowns,"
963,Henry IV,17,2.3.97,HOTSPUR,"And pass them current too. God's me, my horse!"
964,Henry IV,17,2.3.98,HOTSPUR,"What say'st thou, Kate? what would'st thou"
965,Henry IV,17,2.3.99,HOTSPUR,have with me?
966,Henry IV,18,2.3.100,LADY PERCY,"Do you not love me? do you not, indeed?"
967,Henry IV,18,2.3.101,LADY PERCY,"Well, do not then, for since you love me not,"
968,Henry IV,18,2.3.102,LADY PERCY,I will not love myself. Do you not love me?
969,Henry IV,18,2.3.103,LADY PERCY,"Nay, tell me if you speak in jest or no."
970,Henry IV,19,2.3.104,HOTSPUR,"Come, wilt thou see me ride?"
971,Henry IV,19,2.3.105,HOTSPUR,"And when I am on horseback, I will swear"
972,Henry IV,19,2.3.106,HOTSPUR,"I love thee infinitely. But hark you, Kate,"
973,Henry IV,19,2.3.107,HOTSPUR,I must not have you henceforth question me
974,Henry IV,19,2.3.108,HOTSPUR,"Whither I go, nor reason whereabout:"
975,Henry IV,19,2.3.109,HOTSPUR,"Whither I must, I must, and, to conclude,"
976,Henry IV,19,2.3.110,HOTSPUR,"This evening must I leave you, gentle Kate."
977,Henry IV,19,2.3.111,HOTSPUR,"I know you wise, but yet no farther wise"
978,Henry IV,19,2.3.112,HOTSPUR,"Than Harry Percy's wife: constant you are,"
979,Henry IV,19,2.3.113,HOTSPUR,"But yet a woman: and for secrecy,"
980,Henry IV,19,2.3.114,HOTSPUR,"No lady closer, for I well believe"
981,Henry IV,19,2.3.115,HOTSPUR,"Thou wilt not utter what thou dost not know,"
982,Henry IV,19,2.3.116,HOTSPUR,"And so far will I trust thee, gentle Kate."
983,Henry IV,20,2.3.117,LADY PERCY,How! so far?
984,Henry IV,21,2.3.118,HOTSPUR,"Not an inch further. But hark you, Kate:"
985,Henry IV,21,2.3.119,HOTSPUR,"Whither I go, thither shall you go too,"
986,Henry IV,21,2.3.120,HOTSPUR,"To-day will I set forth, to-morrow you."
987,Henry IV,21,2.3.121,HOTSPUR,"Will this content you, Kate?"
988,Henry IV,22,2.3.122,LADY PERCY,It must of force.
989,Henry IV,22,,LADY PERCY,Exeunt
990,Henry IV,22,,LADY PERCY,"SCENE IV. The Boar's-Head Tavern, Eastcheap."
991,Henry IV,22,,LADY PERCY,Enter PRINCE HENRY and POINS
992,Henry IV,1,2.4.1,PRINCE HENRY,"Ned, prithee, come out of that fat room, and lend me"
993,Henry IV,1,2.4.2,PRINCE HENRY,thy hand to laugh a little.
994,Henry IV,2,2.4.3,POINS,"Where hast been, Hal?"
995,Henry IV,3,2.4.4,PRINCE HENRY,With three or four loggerheads amongst three or four
996,Henry IV,3,2.4.5,PRINCE HENRY,score hogsheads. I have sounded the very
997,Henry IV,3,2.4.6,PRINCE HENRY,"base-string of humility. Sirrah, I am sworn brother"
998,Henry IV,3,2.4.7,PRINCE HENRY,"to a leash of drawers, and can call them all by"
999,Henry IV,3,2.4.8,PRINCE HENRY,"their christen names, as Tom, Dick, and Francis."
1000,Henry IV,3,2.4.9,PRINCE HENRY,"They take it already upon their salvation, that"
1001,Henry IV,3,2.4.10,PRINCE HENRY,"though I be but the prince of Wales, yet I am king"
1002,Henry IV,3,2.4.11,PRINCE HENRY,"of courtesy, and tell me flatly I am no proud Jack,"
1003,Henry IV,3,2.4.12,PRINCE HENRY,"like Falstaff, but a Corinthian, a lad of mettle, a"
1004,Henry IV,3,2.4.13,PRINCE HENRY,"good boy, by the Lord, so they call me, and when I"
1005,Henry IV,3,2.4.14,PRINCE HENRY,"am king of England, I shall command all the good"
1006,Henry IV,3,2.4.15,PRINCE HENRY,"lads in Eastcheap. They call drinking deep, dyeing"
1007,Henry IV,3,2.4.16,PRINCE HENRY,"scarlet, and when you breathe in your watering, they"
1008,Henry IV,3,2.4.17,PRINCE HENRY,"cry  'hem!' and bid you play it off. To conclude, I"
1009,Henry IV,3,2.4.18,PRINCE HENRY,"am so good a proficient in one quarter of an hour,"
1010,Henry IV,3,2.4.19,PRINCE HENRY,that I can drink with any tinker in his own language
1011,Henry IV,3,2.4.20,PRINCE HENRY,"during my life. I tell thee, Ned, thou hast lost"
1012,Henry IV,3,2.4.21,PRINCE HENRY,"much honour, that thou wert not with me in this sweet"
1013,Henry IV,3,2.4.22,PRINCE HENRY,"action. But, sweet Ned,--to sweeten which name of"
1014,Henry IV,3,2.4.23,PRINCE HENRY,"Ned, I give thee this pennyworth of sugar, clapped"
1015,Henry IV,3,2.4.24,PRINCE HENRY,"even now into my hand by an under-skinker, one that"
1016,Henry IV,3,2.4.25,PRINCE HENRY,never spake other English in his life than 'Eight
1017,Henry IV,3,2.4.26,PRINCE HENRY,"shillings and sixpence' and 'You are welcome,' with"
1018,Henry IV,3,2.4.27,PRINCE HENRY,"this shrill addition, 'Anon, anon, sir! Score a pint"
1019,Henry IV,3,2.4.28,PRINCE HENRY,"of bastard in the Half-Moon,' or so. But, Ned, to"
1020,Henry IV,3,2.4.29,PRINCE HENRY,"drive away the time till Falstaff come, I prithee,"
1021,Henry IV,3,2.4.30,PRINCE HENRY,"do thou stand in some by-room, while I question my"
1022,Henry IV,3,2.4.31,PRINCE HENRY,"puny drawer to what end he gave me the sugar, and do"
1023,Henry IV,3,2.4.32,PRINCE HENRY,"thou never leave calling 'Francis,' that his tale"
1024,Henry IV,3,2.4.33,PRINCE HENRY,"to me may be nothing but 'Anon.' Step aside, and"
1025,Henry IV,3,2.4.34,PRINCE HENRY,I'll show thee a precedent.
1026,Henry IV,4,2.4.35,POINS,Francis!
1027,Henry IV,5,2.4.36,PRINCE HENRY,Thou art perfect.
1028,Henry IV,6,2.4.37,POINS,Francis!
1029,Henry IV,6,,POINS,Exit POINS
1030,Henry IV,6,,POINS,Enter FRANCIS
1031,Henry IV,7,2.4.38,FRANCIS,"Anon, anon, sir. Look down into the Pomgarnet, Ralph."
1032,Henry IV,8,2.4.39,PRINCE HENRY,"Come hither, Francis."
1033,Henry IV,9,2.4.40,FRANCIS,My lord?
1034,Henry IV,10,2.4.41,PRINCE HENRY,"How long hast thou to serve, Francis?"
1035,Henry IV,11,2.4.42,FRANCIS,"Forsooth, five years, and as much as to--"
1036,Henry IV,12,2.4.43,POINS,[Within]  Francis!
1037,Henry IV,13,2.4.44,FRANCIS,"Anon, anon, sir."
1038,Henry IV,14,2.4.45,PRINCE HENRY,"Five year! by'r lady, a long lease for the clinking"
1039,Henry IV,14,2.4.46,PRINCE HENRY,"of pewter. But, Francis, darest thou be so valiant"
1040,Henry IV,14,2.4.47,PRINCE HENRY,as to play the coward with thy indenture and show it
1041,Henry IV,14,2.4.48,PRINCE HENRY,a fair pair of heels and run from it?
1042,Henry IV,15,2.4.49,FRANCIS,"O Lord, sir, I'll be sworn upon all the books in"
1043,Henry IV,15,2.4.50,FRANCIS,"England, I could find in my heart."
1044,Henry IV,16,2.4.51,POINS,[Within]  Francis!
1045,Henry IV,17,2.4.52,FRANCIS,"Anon, sir."
1046,Henry IV,18,2.4.53,PRINCE HENRY,"How old art thou, Francis?"
1047,Henry IV,19,2.4.54,FRANCIS,Let me see--about Michaelmas next I shall be--
1048,Henry IV,20,2.4.55,POINS,[Within]  Francis!
1049,Henry IV,21,2.4.56,FRANCIS,"Anon, sir. Pray stay a little, my lord."
1050,Henry IV,22,2.4.57,PRINCE HENRY,"Nay, but hark you, Francis: for the sugar thou"
1051,Henry IV,22,2.4.58,PRINCE HENRY,"gavest me,'twas a pennyworth, wast't not?"
1052,Henry IV,23,2.4.59,FRANCIS,"O Lord, I would it had been two!"
1053,Henry IV,24,2.4.60,PRINCE HENRY,I will give thee for it a thousand pound: ask me
1054,Henry IV,24,2.4.61,PRINCE HENRY,"when thou wilt, and thou shalt have it."
1055,Henry IV,25,2.4.62,POINS,[Within]  Francis!
1056,Henry IV,26,2.4.63,FRANCIS,"Anon, anon."
1057,Henry IV,27,2.4.64,PRINCE HENRY,"Anon, Francis? No, Francis, but to-morrow, Francis,"
1058,Henry IV,27,2.4.65,PRINCE HENRY,"or, Francis, o' Thursday, or indeed, Francis, when"
1059,Henry IV,27,2.4.66,PRINCE HENRY,"thou wilt. But, Francis!"
1060,Henry IV,28,2.4.67,FRANCIS,My lord?
1061,Henry IV,29,2.4.68,PRINCE HENRY,"Wilt thou rob this leathern jerkin, crystal-button,"
1062,Henry IV,29,2.4.69,PRINCE HENRY,"not-pated, agate-ring, puke-stocking, caddis-garter,"
1063,Henry IV,29,2.4.70,PRINCE HENRY,"smooth-tongue, Spanish-pouch,--"
1064,Henry IV,30,2.4.71,FRANCIS,"O Lord, sir, who do you mean?"
1065,Henry IV,31,2.4.72,PRINCE HENRY,"Why, then, your brown bastard is your only drink,"
1066,Henry IV,31,2.4.73,PRINCE HENRY,"for look you, Francis, your white canvas doublet"
1067,Henry IV,31,2.4.74,PRINCE HENRY,"will sully: in Barbary, sir, it cannot come to so much."
1068,Henry IV,32,2.4.75,FRANCIS,"What, sir?"
1069,Henry IV,33,2.4.76,POINS,[Within]  Francis!
1070,Henry IV,34,2.4.77,PRINCE HENRY,"Away, you rogue! dost thou not hear them call?"
1071,Henry IV,34,2.4.77,PRINCE HENRY,"Here they both call him, the drawer stands amazed, not knowing which way to go"
1072,Henry IV,34,,PRINCE HENRY,Enter Vintner
1073,Henry IV,35,2.4.78,Vintner,"What, standest thou still, and hearest such a"
1074,Henry IV,35,2.4.79,Vintner,calling? Look to the guests within.
1075,Henry IV,35,,Vintner,Exit Francis
1076,Henry IV,35,2.4.80,Vintner,"My lord, old Sir John, with half-a-dozen more, are"
1077,Henry IV,35,2.4.81,Vintner,at the door: shall I let them in?
1078,Henry IV,36,2.4.82,PRINCE HENRY,"Let them alone awhile, and then open the door."
1079,Henry IV,36,,PRINCE HENRY,Exit Vintner
1080,Henry IV,36,2.4.83,PRINCE HENRY,Poins!
1081,Henry IV,36,,PRINCE HENRY,Re-enter POINS
1082,Henry IV,37,2.4.84,POINS,"Anon, anon, sir."
1083,Henry IV,38,2.4.85,PRINCE HENRY,"Sirrah, Falstaff and the rest of the thieves are at"
1084,Henry IV,38,2.4.86,PRINCE HENRY,the door: shall we be merry?
1085,Henry IV,39,2.4.87,POINS,"As merry as crickets, my lad. But hark ye, what"
1086,Henry IV,39,2.4.88,POINS,cunning match have you made with this jest of the
1087,Henry IV,39,2.4.89,POINS,"drawer? come, what's the issue?"
1088,Henry IV,40,2.4.90,PRINCE HENRY,I am now of all humours that have showed themselves
1089,Henry IV,40,2.4.91,PRINCE HENRY,humours since the old days of goodman Adam to the
1090,Henry IV,40,2.4.92,PRINCE HENRY,pupil age of this present twelve o'clock at midnight.
1091,Henry IV,40,,PRINCE HENRY,Re-enter FRANCIS
1092,Henry IV,40,2.4.93,PRINCE HENRY,"What's o'clock, Francis?"
1093,Henry IV,41,2.4.94,FRANCIS,"Anon, anon, sir."
1094,Henry IV,41,,FRANCIS,Exit
1095,Henry IV,42,2.4.95,PRINCE HENRY,That ever this fellow should have fewer words than a
1096,Henry IV,42,2.4.96,PRINCE HENRY,"parrot, and yet the son of a woman! His industry is"
1097,Henry IV,42,2.4.97,PRINCE HENRY,"upstairs and downstairs, his eloquence the parcel of"
1098,Henry IV,42,2.4.98,PRINCE HENRY,"a reckoning. I am not yet of Percy's mind, the"
1099,Henry IV,42,2.4.99,PRINCE HENRY,"Hotspur of the north, he that kills me some six or"
1100,Henry IV,42,2.4.100,PRINCE HENRY,"seven dozen of Scots at a breakfast, washes his"
1101,Henry IV,42,2.4.101,PRINCE HENRY,"hands, and says to his wife 'Fie upon this quiet"
1102,Henry IV,42,2.4.102,PRINCE HENRY,"life! I want work.' 'O my sweet Harry,' says she,"
1103,Henry IV,42,2.4.103,PRINCE HENRY,'how many hast thou killed to-day?' 'Give my roan
1104,Henry IV,42,2.4.104,PRINCE HENRY,"horse a drench,' says he, and answers 'Some"
1105,Henry IV,42,2.4.105,PRINCE HENRY,"fourteen,' an hour after, 'a trifle, a trifle.' I"
1106,Henry IV,42,2.4.106,PRINCE HENRY,"prithee, call in Falstaff: I'll play Percy, and"
1107,Henry IV,42,2.4.107,PRINCE HENRY,that damned brawn shall play Dame Mortimer his
1108,Henry IV,42,2.4.108,PRINCE HENRY,"wife. 'Rivo!' says the drunkard. Call in ribs, call in tallow."
1109,Henry IV,42,2.4.108,PRINCE HENRY,"Enter FALSTAFF, GADSHILL, BARDOLPH, and PETO, FRANCIS following with wine"
1110,Henry IV,43,2.4.109,POINS,"Welcome, Jack: where hast thou been?"
1111,Henry IV,44,2.4.110,FALSTAFF,"A plague of all cowards, I say, and a vengeance too!"
1112,Henry IV,44,2.4.111,FALSTAFF,"marry, and amen! Give me a cup of sack, boy. Ere I"
1113,Henry IV,44,2.4.112,FALSTAFF,"lead this life long, I'll sew nether stocks and mend"
1114,Henry IV,44,2.4.113,FALSTAFF,them and foot them too. A plague of all cowards!
1115,Henry IV,44,2.4.114,FALSTAFF,"Give me a cup of sack, rogue. Is there no virtue extant?"
1116,Henry IV,44,,FALSTAFF,He drinks
1117,Henry IV,45,2.4.115,PRINCE HENRY,Didst thou never see Titan kiss a dish of butter?
1118,Henry IV,45,2.4.116,PRINCE HENRY,"pitiful-hearted Titan, that melted at the sweet tale"
1119,Henry IV,45,2.4.117,PRINCE HENRY,"of the sun's! if thou didst, then behold that compound."
1120,Henry IV,46,2.4.118,FALSTAFF,"You rogue, here's lime in this sack too: there is"
1121,Henry IV,46,2.4.119,FALSTAFF,nothing but roguery to be found in villanous man:
1122,Henry IV,46,2.4.120,FALSTAFF,yet a coward is worse than a cup of sack with lime
1123,Henry IV,46,2.4.121,FALSTAFF,"in it. A villanous coward! Go thy ways, old Jack,"
1124,Henry IV,46,2.4.122,FALSTAFF,"die when thou wilt, if manhood, good manhood, be"
1125,Henry IV,46,2.4.123,FALSTAFF,"not forgot upon the face of the earth, then am I a"
1126,Henry IV,46,2.4.124,FALSTAFF,shotten herring. There live not three good men
1127,Henry IV,46,2.4.125,FALSTAFF,"unhanged in England, and one of them is fat and"
1128,Henry IV,46,2.4.126,FALSTAFF,"grows old: God help the while! a bad world, I say."
1129,Henry IV,46,2.4.127,FALSTAFF,"I would I were a weaver, I could sing psalms or any"
1130,Henry IV,46,2.4.128,FALSTAFF,"thing. A plague of all cowards, I say still."
1131,Henry IV,47,2.4.129,PRINCE HENRY,"How now, wool-sack! what mutter you?"
1132,Henry IV,48,2.4.130,FALSTAFF,A king's son! If I do not beat thee out of thy
1133,Henry IV,48,2.4.131,FALSTAFF,"kingdom with a dagger of lath, and drive all thy"
1134,Henry IV,48,2.4.132,FALSTAFF,"subjects afore thee like a flock of wild-geese,"
1135,Henry IV,48,2.4.133,FALSTAFF,I'll never wear hair on my face more. You Prince of Wales!
1136,Henry IV,49,2.4.134,PRINCE HENRY,"Why, you whoreson round man, what's the matter?"
1137,Henry IV,50,2.4.135,FALSTAFF,Are not you a coward? answer me to that: and Poins there?
1138,Henry IV,51,2.4.136,POINS,"'Zounds, ye fat paunch, an ye call me coward, by the"
1139,Henry IV,51,2.4.137,POINS,"Lord, I'll stab thee."
1140,Henry IV,52,2.4.138,FALSTAFF,I call thee coward! I'll see thee damned ere I call
1141,Henry IV,52,2.4.139,FALSTAFF,thee coward: but I would give a thousand pound I
1142,Henry IV,52,2.4.140,FALSTAFF,could run as fast as thou canst. You are straight
1143,Henry IV,52,2.4.141,FALSTAFF,"enough in the shoulders, you care not who sees your"
1144,Henry IV,52,2.4.142,FALSTAFF,back: call you that backing of your friends? A
1145,Henry IV,52,2.4.143,FALSTAFF,plague upon such backing! give me them that will
1146,Henry IV,52,2.4.144,FALSTAFF,"face me. Give me a cup of sack: I am a rogue, if I"
1147,Henry IV,52,2.4.145,FALSTAFF,drunk to-day.
1148,Henry IV,53,2.4.146,PRINCE HENRY,O villain! thy lips are scarce wiped since thou
1149,Henry IV,53,2.4.147,PRINCE HENRY,drunkest last.
1150,Henry IV,54,2.4.148,FALSTAFF,All's one for that.
1151,Henry IV,54,,FALSTAFF,He drinks
1152,Henry IV,54,2.4.149,FALSTAFF,"A plague of all cowards, still say I."
1153,Henry IV,55,2.4.150,PRINCE HENRY,What's the matter?
1154,Henry IV,56,2.4.151,FALSTAFF,What's the matter! there be four of us here have
1155,Henry IV,56,2.4.152,FALSTAFF,ta'en a thousand pound this day morning.
1156,Henry IV,57,2.4.153,PRINCE HENRY,"Where is it, Jack? where is it?"
1157,Henry IV,58,2.4.154,FALSTAFF,Where is it! taken from us it is: a hundred upon
1158,Henry IV,58,2.4.155,FALSTAFF,poor four of us.
1159,Henry IV,59,2.4.156,PRINCE HENRY,"What, a hundred, man?"
1160,Henry IV,60,2.4.157,FALSTAFF,"I am a rogue, if I were not at half-sword with a"
1161,Henry IV,60,2.4.158,FALSTAFF,dozen of them two hours together. I have 'scaped by
1162,Henry IV,60,2.4.159,FALSTAFF,miracle. I am eight times thrust through the
1163,Henry IV,60,2.4.160,FALSTAFF,"doublet, four through the hose, my buckler cut"
1164,Henry IV,60,2.4.161,FALSTAFF,"through and through, my sword hacked like a"
1165,Henry IV,60,2.4.162,FALSTAFF,hand-saw--ecce signum! I never dealt better since
1166,Henry IV,60,2.4.163,FALSTAFF,I was a man: all would not do. A plague of all
1167,Henry IV,60,2.4.164,FALSTAFF,cowards! Let them speak: if they speak more or
1168,Henry IV,60,2.4.165,FALSTAFF,"less than truth, they are villains and the sons of darkness."
1169,Henry IV,61,2.4.166,PRINCE HENRY,"Speak, sirs, how was it?"
1170,Henry IV,62,2.4.167,GADSHILL,We four set upon some dozen--
1171,Henry IV,63,2.4.168,FALSTAFF,"Sixteen at least, my lord."
1172,Henry IV,64,2.4.169,GADSHILL,And bound them.
1173,Henry IV,65,2.4.170,PETO,"No, no, they were not bound."
1174,Henry IV,66,2.4.171,FALSTAFF,"You rogue, they were bound, every man of them, or I"
1175,Henry IV,66,2.4.172,FALSTAFF,"am a Jew else, an Ebrew Jew."
1176,Henry IV,67,2.4.173,GADSHILL,"As we were sharing, some six or seven fresh men set upon us--"
1177,Henry IV,68,2.4.174,FALSTAFF,"And unbound the rest, and then come in the other."
1178,Henry IV,69,2.4.175,PRINCE HENRY,"What, fought you with them all?"
1179,Henry IV,70,2.4.176,FALSTAFF,"All! I know not what you call all, but if I fought"
1180,Henry IV,70,2.4.177,FALSTAFF,"not with fifty of them, I am a bunch of radish: if"
1181,Henry IV,70,2.4.178,FALSTAFF,there were not two or three and fifty upon poor old
1182,Henry IV,70,2.4.179,FALSTAFF,"Jack, then am I no two-legged creature."
1183,Henry IV,71,2.4.180,PRINCE HENRY,Pray God you have not murdered some of them.
1184,Henry IV,72,2.4.181,FALSTAFF,"Nay, that's past praying for: I have peppered two"
1185,Henry IV,72,2.4.182,FALSTAFF,"of them, two I am sure I have paid, two rogues"
1186,Henry IV,72,2.4.183,FALSTAFF,"in buckram suits. I tell thee what, Hal, if I tell"
1187,Henry IV,72,2.4.184,FALSTAFF,"thee a lie, spit in my face, call me horse. Thou"
1188,Henry IV,72,2.4.185,FALSTAFF,"knowest my old ward, here I lay and thus I bore my"
1189,Henry IV,72,2.4.186,FALSTAFF,point. Four rogues in buckram let drive at me--
1190,Henry IV,73,2.4.187,PRINCE HENRY,"What, four? thou saidst but two even now."
1191,Henry IV,74,2.4.188,FALSTAFF,"Four, Hal, I told thee four."
1192,Henry IV,75,2.4.189,POINS,"Ay, ay, he said four."
1193,Henry IV,76,2.4.190,FALSTAFF,"These four came all a-front, and mainly thrust at"
1194,Henry IV,76,2.4.191,FALSTAFF,me. I made me no more ado but took all their seven
1195,Henry IV,76,2.4.192,FALSTAFF,"points in my target, thus."
1196,Henry IV,77,2.4.193,PRINCE HENRY,"Seven? why, there were but four even now."
1197,Henry IV,78,2.4.194,FALSTAFF,In buckram?
1198,Henry IV,79,2.4.195,POINS,"Ay, four, in buckram suits."
1199,Henry IV,80,2.4.196,FALSTAFF,"Seven, by these hilts, or I am a villain else."
1200,Henry IV,81,2.4.197,PRINCE HENRY,"Prithee, let him alone, we shall have more anon."
1201,Henry IV,82,2.4.198,FALSTAFF,"Dost thou hear me, Hal?"
1202,Henry IV,83,2.4.199,PRINCE HENRY,"Ay, and mark thee too, Jack."
1203,Henry IV,84,2.4.200,FALSTAFF,"Do so, for it is worth the listening to. These nine"
1204,Henry IV,84,2.4.201,FALSTAFF,in buckram that I told thee of--
1205,Henry IV,85,2.4.202,PRINCE HENRY,"So, two more already."
1206,Henry IV,86,2.4.203,FALSTAFF,"Their points being broken,--"
1207,Henry IV,87,2.4.204,POINS,Down fell their hose.
1208,Henry IV,88,2.4.205,FALSTAFF,"Began to give me ground: but I followed me close,"
